100628561,102655703,0.0
100628566,406074,2e-102
100628631,100576901,2e-169
100631047,412166,0.0
100631048,550671,2e-165
100631050,100192201,5e-54
100631052,724771,3e-62
100631053,413021,1e-11
100631054,406086,0.0
100631058,408699,0.0
100631059,411012,0.0
100631060,725614,3e-28
100631063,406143,7e-48
100631064,551408,0.0
100631065,409614,1e-134
100631066,409728,5e-161
100631067,410229,0.0
100631072,552247,0.0
100631073,413980,0.0
100631077,552517,3e-148
100631078,406144,2e-17
100631080,408385,0.0
100631082,406077,0.0
100631084,544670,0.0
100631086,413961,0.0
100631087,550932,0.0
100631088,412843,0.0
100631089,725384,0.0
100631090,726692,3e-95
100631091,409286,0.0
100631092,413389,0.0
100631093,413809,0.0
100631094,413194,4e-179
100631095,768250,0.0
100642190,726431,0.0
100642191,412406,0.0
100642193,100576121,0.0
100642195,409246,0.0
100642196,412243,0.0
100642198,100578168,0.0
100642199,411675,0.0
100642200,408920,0.0
100642201,551302,0.0
100642202,409776,0.0
100642203,100578718,0.0
100642204,412661,0.0
100642206,727074,1e-126
100642207,412613,0.0
100642208,100576852,5e-72
100642209,551179,0.0
100642211,409217,3e-31
100642212,551432,0.0
100642213,409279,0.0
100642216,411301,0.0
100642218,550885,0.0
100642219,408264,0.0
100642220,724790,2e-90
100642221,725653,2e-113
100642223,409329,0.0
100642224,408397,0.0
100642225,724339,0.0
100642226,494509,0.0
100642227,551946,0.0
100642228,411674,0.0
100642229,412398,0.0
100642230,726341,2e-135
100642232,552829,0.0
100642233,409455,1e-171
100642234,725515,0.0
100642236,410755,0.0
100642237,100576847,8e-43
100642238,100576290,0.0
100642239,100578314,0.0
100642240,409893,0.0
100642241,413371,0.0
100642243,551520,0.0
100642244,100578810,0.0
100642245,100576216,0.0
100642246,409799,0.0
100642247,725770,0.0
100642248,100578421,0.0
100642249,412806,8e-81
100642250,100216325,7e-70
100642251,410290,0.0
100642252,726842,0.0
100642253,102653793,0.0
100642254,411786,0.0
100642257,726590,1e-158
100642258,552254,0.0
100642260,410383,0.0
100642261,409736,0.0
100642262,413854,0.0
100642263,410530,0.0
100642264,409682,0.0
100642267,552533,0.0
100642269,102654091,1e-150
100642270,409142,0.0
100642271,100576359,0.0
100642272,725258,6e-173
100642273,409991,0.0
100642275,100577239,0.0
100642277,413060,0.0
100642278,409221,0.0
100642279,100577719,0.0
100642280,552669,0.0
100642281,100577253,0.0
100642282,552441,6e-67
100642283,552440,5e-146
100642284,551486,0.0
100642285,409739,0.0
100642287,408621,4e-137
100642288,552285,7e-159
100642289,409073,0.0
100642292,413133,0.0
100642293,412878,0.0
100642294,552611,0.0
100642295,410373,0.0
100642296,552190,7e-22
100642297,724899,3e-80
100642298,100577348,0.0
100642299,726044,0.0
100642300,410497,0.0
100642301,413879,0.0
100642302,726898,0.0
100642303,726156,0.0
100642304,552072,2e-139
100642305,411704,9e-170
100642306,410018,0.0
100642307,726002,0.0
100642308,410839,0.0
100642309,726620,3e-107
100642312,552315,0.0
100642313,552660,0.0
100642315,100578005,0.0
100642316,412862,7e-49
100642318,409091,0.0
100642319,412464,0.0
100642320,100578201,0.0
100642321,412925,0.0
100642322,411209,0.0
100642323,412596,0.0
100642324,100578672,9e-103
100642325,102654993,2e-83
100642326,726118,8e-37
100642329,727079,0.0
100642330,409546,0.0
100642332,412108,0.0
100642333,413183,0.0
100642334,100576326,0.0
100642335,412784,0.0
100642336,412467,0.0
100642337,552693,0.0
100642338,408295,1e-16
100642339,552734,5e-91
100642340,409649,0.0
100642341,100576565,2e-136
100642342,551980,0.0
100642345,100577515,0.0
100642346,412954,8e-173
100642347,726492,3e-92
100642348,409269,4e-115
100642349,551770,0.0
100642350,411273,0.0
100642351,724398,3e-92
100642353,411011,0.0
100642355,412835,0.0
100642356,411750,0.0
100642357,100577638,3e-157
100642358,725106,0.0
100642359,408663,9e-42
100642360,410957,0.0
100642361,551948,9e-175
100642362,412097,0.0
100642363,409883,0.0
100642364,551550,0.0
100642365,411072,0.0
100642366,551566,0.0
100642367,100577526,0.0
100642368,102655356,3e-30
100642370,726895,0.0
100642372,726137,0.0
100642374,724270,6e-108
100642375,410343,0.0
100642376,409978,8e-150
100642377,726578,0.0
100642379,413087,0.0
100642381,408386,0.0
100642382,102655436,0.0
100642383,410425,6e-153
100642384,552443,0.0
100642385,100576805,0.0
100642386,411827,0.0
100642387,726528,4e-89
100642388,724218,0.0
100642389,408733,2e-133
100642391,413275,0.0
100642392,102654029,6e-123
100642393,550899,0.0
100642394,100577905,3e-77
100642395,725008,0.0
100642397,552044,0.0
100642398,100578233,0.0
100642399,551407,0.0
100642401,408837,4e-92
100642402,726972,0.0
100642403,413239,0.0
100642404,100576096,0.0
100642405,413246,1e-133
100642406,551835,0.0
100642408,409409,0.0
100642409,724151,0.0
100642411,100577801,0.0
100642412,724501,0.0
100642413,409439,0.0
100642415,408381,0.0
100642417,408424,2e-129
100642418,410417,0.0
100642419,551100,0.0
100642420,100577841,5e-156
100642421,726095,0.0
100642423,726212,0.0
100642424,727634,0.0
100642425,413664,0.0
100642426,411631,0.0
100642428,408678,0.0
100642429,724826,0.0
100642431,725764,0.0
100642432,412712,0.0
100642433,100576990,0.0
100642435,410050,0.0
100642436,408645,0.0
100642437,726735,0.0
100642438,100578587,0.0
100642439,409092,0.0
100642440,551396,0.0
100642441,550991,0.0
100642442,725832,0.0
100642443,408807,2e-149
100642444,725510,4e-135
100642446,725209,0.0
100642447,411104,0.0
100642448,726107,0.0
100642449,409060,2e-102
100642450,552342,0.0
100642451,413746,2e-110
100642452,100578907,0.0
100642454,413567,6e-154
100642455,724630,3e-75
100642456,414017,0.0
100642457,552749,0.0
100642458,551604,0.0
100642459,100576099,0.0
100642460,410246,0.0
100642461,409723,2e-87
100642464,409481,4e-91
100642465,409377,0.0
100642466,102654192,5e-93
100642467,726928,0.0
100642468,410129,0.0
100642469,102654517,1e-108
100642470,413724,0.0
100642472,410985,0.0
100642473,408794,0.0
100642474,100577214,0.0
100642475,413556,0.0
100642477,725910,0.0
100642478,724636,1e-134
100642479,552733,6e-14
100642480,410815,4e-105
100642481,725830,0.0
100642482,100577681,0.0
100642483,409346,0.0
100642484,550671,3e-107
100642486,411465,0.0
100642488,102656048,0.0
100642490,411199,0.0
100642491,100576552,0.0
100642492,411185,0.0
100642493,413917,0.0
100642494,552015,0.0
100642495,412045,0.0
100642496,410341,0.0
100642497,552799,0.0
100642498,410739,0.0
100642499,551450,0.0
100642500,725540,9e-33
100642504,102654166,2e-68
100642505,409200,0.0
100642506,725811,7e-43
100642508,100578814,2e-143
100642510,411723,2e-149
100642511,724326,4e-114
100642513,100578233,0.0
100642516,100577717,0.0
100642518,551730,0.0
100642519,413240,0.0
100642520,413184,8e-148
100642521,724262,4e-180
100642523,412276,5e-179
100642524,102655639,0.0
100642527,724201,0.0
100642529,410328,0.0
100642530,413816,0.0
100642531,100576543,8e-113
100642532,100576908,0.0
100642533,725500,0.0
100642534,552317,0.0
