TRINITY_DN10000_c0_g1,551913,7e-93
TRINITY_DN10001_c0_g1,725376,2e-64
TRINITY_DN10001_c1_g1,725376,2e-94
TRINITY_DN10002_c0_g1,412744,0.0
TRINITY_DN10004_c0_g1,724680,3e-59
TRINITY_DN10005_c0_g1,412378,0.0
TRINITY_DN10009_c0_g2,410549,0.0
TRINITY_DN10012_c0_g2,726405,0.0
TRINITY_DN10012_c0_g3,726405,3e-63
TRINITY_DN10016_c0_g1,724773,0.0
TRINITY_DN10017_c0_g1,410676,4e-92
TRINITY_DN10019_c0_g1,410198,8e-150
TRINITY_DN10020_c0_g1,409357,0.0
TRINITY_DN10021_c0_g2,410831,1e-124
TRINITY_DN10021_c0_g2,412108,5e-14
TRINITY_DN10021_c0_g3,410831,1e-113
TRINITY_DN10024_c0_g1,410883,1e-98
TRINITY_DN10025_c1_g1,412094,0.0
TRINITY_DN10025_c2_g1,413130,0.0
TRINITY_DN10026_c0_g1,100578329,4e-158
TRINITY_DN10028_c0_g1,411240,0.0
TRINITY_DN1002_c0_g1,725165,2e-117
TRINITY_DN10030_c0_g1,408323,4e-123
TRINITY_DN10032_c0_g1,551576,0.0
TRINITY_DN10033_c0_g1,552044,0.0
TRINITY_DN10034_c0_g1,725896,0.0
TRINITY_DN10036_c0_g1,410272,4e-61
TRINITY_DN10037_c1_g1,725926,5e-37
TRINITY_DN10037_c1_g2,725926,6e-43
TRINITY_DN10037_c1_g4,725926,8e-38
TRINITY_DN1003_c0_g1,100576958,4e-172
TRINITY_DN10040_c0_g1,100579008,8e-76
TRINITY_DN10041_c0_g1,413728,0.0
TRINITY_DN10045_c0_g1,413012,3e-170
TRINITY_DN10046_c0_g1,412111,0.0
TRINITY_DN10049_c0_g1,412420,8e-56
TRINITY_DN10049_c0_g1,552489,0.0
TRINITY_DN10050_c0_g1,409649,0.0
TRINITY_DN10053_c0_g1,724994,3e-20
TRINITY_DN10055_c0_g1,410637,0.0
TRINITY_DN10056_c0_g1,413794,1e-121
TRINITY_DN10057_c0_g2,100577347,2e-16
TRINITY_DN10058_c0_g1,411526,0.0
TRINITY_DN10059_c0_g1,726916,1e-06
TRINITY_DN10061_c0_g1,100576733,1e-56
TRINITY_DN10062_c0_g1,413056,4e-107
TRINITY_DN10064_c1_g1,408619,0.0
TRINITY_DN10065_c0_g1,551459,0.0
TRINITY_DN10066_c0_g1,552183,0.0
TRINITY_DN10068_c1_g1,552407,0.0
TRINITY_DN10071_c0_g1,410348,0.0
TRINITY_DN10072_c0_g1,411157,3e-67
TRINITY_DN10072_c0_g2,411157,0.0
TRINITY_DN10072_c1_g2,552790,5e-138
TRINITY_DN10072_c1_g3,552790,5e-138
TRINITY_DN10073_c1_g1,595137,1e-156
TRINITY_DN10074_c0_g2,100576645,2e-56
TRINITY_DN10074_c0_g2,410191,1e-36
TRINITY_DN10074_c0_g2,413623,6e-13
TRINITY_DN10075_c0_g1,411618,1e-65
TRINITY_DN10075_c0_g1,412036,0.0
TRINITY_DN10076_c0_g1,552067,4e-66
TRINITY_DN10078_c0_g2,411927,0.0
TRINITY_DN10079_c0_g1,408754,4e-18
TRINITY_DN10079_c0_g1,412081,0.0
TRINITY_DN10080_c0_g2,414036,5e-40
TRINITY_DN10081_c0_g2,724653,5e-87
TRINITY_DN10081_c1_g1,408789,5e-80
TRINITY_DN10081_c1_g2,408789,5e-80
TRINITY_DN10081_c1_g3,408789,5e-80
TRINITY_DN10081_c2_g1,724698,1e-87
TRINITY_DN10082_c0_g2,102656652,2e-45
TRINITY_DN10082_c0_g4,102656652,9e-46
TRINITY_DN10083_c0_g1,726301,4e-117
TRINITY_DN10084_c0_g2,551947,0.0
TRINITY_DN10085_c0_g1,726379,6e-06
TRINITY_DN10086_c0_g1,724481,1e-52
TRINITY_DN10087_c0_g1,727236,0.0
TRINITY_DN10087_c0_g3,727236,0.0
TRINITY_DN10091_c0_g1,726872,1e-88
TRINITY_DN10092_c0_g1,410470,0.0
TRINITY_DN10093_c0_g2,552683,0.0
