GB40007,GO:0034993
GB40007,GO:0090286
GB40010,GO:0016021
GB40012,GO:0016021
GB40013,GO:0003998
GB40014,GO:0005622
GB40014,GO:0006886
GB40015,GO:0008289
GB40015,GO:0016021
GB40016,GO:0004143
GB40016,GO:0005509
GB40016,GO:0005524
GB40016,GO:0005622
GB40016,GO:0007205
GB40016,GO:0035556
GB40020,GO:0003924
GB40020,GO:0005525
GB40020,GO:0005622
GB40020,GO:0006886
GB40020,GO:0006913
GB40020,GO:0007264
GB40020,GO:0016020
GB40027,GO:0008233
GB40028,GO:0005524
GB40028,GO:0006298
GB40028,GO:0030983
GB40028,GO:0032300
GB40030,GO:0002143
GB40030,GO:0004792
GB40030,GO:0005524
GB40030,GO:0005829
GB40030,GO:0006777
GB40030,GO:0008641
GB40030,GO:0016779
GB40030,GO:0018192
GB40030,GO:0046872
GB40031,GO:0004175
GB40031,GO:0005634
GB40031,GO:0006511
GB40031,GO:0019773
GB40032,GO:0032040
GB40033,GO:0043087
GB40037,GO:0003777
GB40037,GO:0005524
GB40037,GO:0005871
GB40037,GO:0007018
GB40038,GO:0005215
GB40038,GO:0006811
GB40038,GO:0016020
GB40053,GO:0008528
GB40053,GO:0016021
GB40057,GO:0000166
GB40057,GO:0003676
GB40063,GO:0003677
GB40063,GO:0005524
GB40063,GO:0006260
GB40067,GO:0004672
GB40067,GO:0004674
GB40067,GO:0004712
GB40067,GO:0004713
GB40067,GO:0005524
GB40067,GO:0005737
GB40067,GO:0016323
GB40067,GO:0016324
GB40069,GO:0016021
GB40070,GO:0016021
GB40072,GO:0030170
GB40072,GO:0031071
GB40072,GO:0044571
GB40074,GO:0003707
GB40074,GO:0004879
GB40074,GO:0005634
GB40074,GO:0006351
GB40074,GO:0008270
GB40074,GO:0043565
GB40075,GO:0005622
GB40075,GO:0006886
GB40076,GO:0016021
GB40076,GO:0022857
GB40077,GO:0003824
GB40083,GO:0008474
GB40085,GO:0004181
GB40085,GO:0008270
GB40085,GO:0016021
GB40086,GO:0005215
GB40086,GO:0016021
GB40086,GO:0055085
GB40089,GO:0005245
GB40089,GO:0005891
GB40091,GO:0008270
GB40095,GO:0005634
GB40095,GO:0006355
GB40095,GO:0043565
GB40098,GO:0006351
GB40098,GO:0016538
GB40098,GO:0070985
GB40106,GO:0016757
GB40107,GO:0003677
GB40107,GO:0005524
GB40107,GO:0006260
